city,lat,lng,road_complexity
Taipei,25.058762,121.573949,0.6867
Taipei,25.111629,121.459747,0.5209
Taipei,25.066,121.536249,0.7347
Taipei,25.032793,121.488218,0.4643
Taipei,25.129241,121.525285,0.6616
Taipei,25.05925,121.506686,0.6444
Taipei,25.010539,121.573808,0.6596
Taipei,25.112477,121.592534,0.6887
Taipei,25.023729,121.590303,0.7506
Taipei,25.052016,121.471987,0.5712
Taipei,25.028863,121.514079,0.6182
Taipei,25.084564,121.513259,0.6521
Taipei,25.047164,121.566898,0.6224
Taipei,25.099232,121.48477,0.5483
Taipei,25.019617,121.554476,0.5574
Taipei,25.034587,121.557804,0.5656
Taipei,25.061862,121.527167,0.7443
Taipei,25.114298,121.520724,0.4757
Taipei,25.033614,121.590746,0.5282
Taipei,25.013968,121.584104,0.71
Taipei,25.129697,121.574389,0.6027
Taipei,25.02195,121.588932,0.6974
Taipei,25.065631,121.580894,0.7101
Taipei,25.045407,121.56084,0.5741
Taipei,25.053105,121.524727,0.4927
Taipei,25.092562,121.522154,0.557
Taipei,25.032919,121.502531,0.5307
Taipei,25.109788,121.530386,0.6167
Taipei,25.104978,121.572532,0.7311
Taipei,25.036261,121.460034,0.3742
Taipei,25.052659,121.586622,0.541
Taipei,25.015717,121.480257,0.6576
Taipei,25.051289,121.582699,0.5457
Taipei,25.118163,121.556649,0.5746
Taipei,25.036407,121.459509,0.5677
Taipei,25.141988,121.474041,0.5089
Taipei,25.011335,121.512233,0.6452
Taipei,25.037233,121.543064,0.5167
Taipei,25.012952,121.592101,0.581
Taipei,25.146526,121.490317,0.4243
Taipei,25.072412,121.532955,0.564
Taipei,25.121258,121.517643,0.6291
Taipei,25.024697,121.503333,0.6071
Taipei,25.105658,121.455417,0.6711
Taipei,25.085334,121.567051,0.4046
Taipei,25.086623,121.597181,0.7713
Taipei,25.045125,121.590748,0.4828
Taipei,25.045484,121.557536,0.5122
Taipei,25.063327,121.573562,0.5803
Taipei,25.040037,121.561853,0.5524
Taipei,25.093456,121.471249,0.6395
Taipei,25.136875,121.478558,0.548
Taipei,25.072097,121.475581,0.7472
Taipei,25.042385,121.499654,0.5513
Taipei,25.010679,121.465323,0.5037
Taipei,25.108336,121.561102,0.5331
Taipei,25.119256,121.583296,0.6238
Taipei,25.017968,121.465958,0.5999
Taipei,25.025124,121.486037,0.6279
Taipei,25.13729,121.59337,0.5823
Taipei,25.014174,121.524648,0.5539
Taipei,25.053647,121.544563,0.6468
Taipei,25.108017,121.57879,0.4861
Taipei,25.088848,121.563798,0.462
Taipei,25.022136,121.461144,0.6633
Taipei,25.092395,121.542521,0.5
Taipei,25.023717,121.514638,0.5524
Taipei,25.135628,121.487589,0.5628
Taipei,25.138954,121.595781,0.6674
Taipei,25.026817,121.494989,0.59
Taipei,25.054923,121.552571,0.6708
Taipei,25.102747,121.591114,0.5176
Taipei,25.063193,121.490989,0.5945
Taipei,25.013417,121.579159,0.605
Taipei,25.131222,121.55361,0.7816
Taipei,25.102756,121.474406,0.3625
Taipei,25.127536,121.56474,0.5893
Taipei,25.052415,121.520672,0.7583
Taipei,25.06992,121.520888,0.6657
Taipei,25.044855,121.452731,0.6218
Taipei,25.131905,121.516514,0.6014
Taipei,25.041742,121.54077,0.6413
Taipei,25.060008,121.55036,0.5279
Taipei,25.114467,121.59806,0.5493
Taipei,25.120012,121.532502,0.6752
Taipei,25.088429,121.458265,0.507
Taipei,25.141976,121.571311,0.5257
Taipei,25.051151,121.481694,0.5735
Taipei,25.058053,121.577656,0.5519
Taipei,25.091778,121.545599,0.6749
Taipei,25.082865,121.479961,0.6787
Taipei,25.112833,121.47224,0.3728
Taipei,25.048494,121.509197,0.5524
Taipei,25.05521,121.580465,0.5256
Taipei,25.025131,121.595876,0.4875
Taipei,25.084825,121.528365,0.5868
Taipei,25.118162,121.543053,0.6228
Taipei,25.116788,121.548349,0.5069
Taipei,25.063503,121.459807,0.6185
Taipei,25.107102,121.477505,0.5174
Taipei,25.117526,121.51557,0.7185
Taipei,25.121104,121.465357,0.7446
Taipei,25.121834,121.527405,0.6341
Taipei,25.021802,121.591668,0.6264
Taipei,25.131705,121.571579,0.5301
Taipei,25.056627,121.577642,0.5853
Taipei,25.11885,121.592256,0.4842
Taipei,25.106787,121.567463,0.5357
Taipei,25.101295,121.581225,0.7257
Taipei,25.123824,121.582724,0.4798
Taipei,25.085583,121.482309,0.6593
Taipei,25.079537,121.521875,0.7203
Taipei,25.022482,121.461809,0.6396
Taipei,25.080304,121.589192,0.5353
Taipei,25.091167,121.523468,0.5421
Taipei,25.088323,121.574205,0.6309
Taipei,25.114489,121.46647,0.831
Taipei,25.048439,121.518896,0.6149
Taipei,25.132213,121.516706,0.4111
Taipei,25.113061,121.495161,0.3901
Taipei,25.049487,121.507749,0.7643
Taipei,25.094005,121.584422,0.6615
Taipei,25.010619,121.507099,0.3881
Taipei,25.144798,121.507888,0.5704
Taipei,25.122128,121.513608,0.4681
Taipei,25.029616,121.527326,0.5959
Taipei,25.022888,121.581413,0.5504
Taipei,25.072219,121.527004,0.5501
Taipei,25.133654,121.590393,0.45
Taipei,25.027537,121.594231,0.5883
Taipei,25.137008,121.495888,0.6864
Taipei,25.042273,121.47373,0.7189
Taipei,25.0844,121.47657,0.7015
Taipei,25.064647,121.547308,0.444
Taipei,25.095915,121.472885,0.7776
Taipei,25.088982,121.592822,0.6658
Taipei,25.053207,121.554503,0.7755
Taipei,25.146842,121.490663,0.6568
Taipei,25.144209,121.59138,0.6941
Taipei,25.038544,121.590406,0.6094
Taipei,25.110703,121.568969,0.5984
Taipei,25.010643,121.582365,0.571
Taipei,25.092597,121.500708,0.6143
Taipei,25.10811,121.463469,0.5274
Taipei,25.065784,121.571868,0.567
Taipei,25.115008,121.550669,0.466
Taipei,25.057273,121.513867,0.9
Taipei,25.12521,121.528647,0.5895
Taipei,25.104475,121.497589,0.5156
Taipei,25.02999,121.451538,0.6303
Taipei,25.084797,121.563419,0.4669
Taipei,25.049733,121.566257,0.6446
Taipei,25.119588,121.513391,0.7363
Taipei,25.016175,121.485031,0.6696
Taipei,25.030992,121.500338,0.482
Taipei,25.053518,121.515205,0.6075
Taipei,25.029816,121.455267,0.6105
Taipei,25.051965,121.529717,0.6183
Taipei,25.051877,121.537122,0.5696
Taipei,25.112556,121.459041,0.7297
Taipei,25.088979,121.48187,0.7034
Taipei,25.038375,121.473282,0.7599
Taipei,25.145173,121.532252,0.4722
Taipei,25.03768,121.472979,0.7138
Taipei,25.073071,121.550347,0.612
Taipei,25.088841,121.539036,0.7288
Taipei,25.133425,121.570149,0.5313
Taipei,25.080591,121.46756,0.5724
Taipei,25.053359,121.542661,0.5469
Taipei,25.063345,121.493338,0.5123
Taipei,25.066901,121.484486,0.4874
Taipei,25.046221,121.462805,0.5827
Taipei,25.065833,121.545404,0.6525
Taipei,25.066778,121.528969,0.707
Taipei,25.057326,121.555571,0.6851
Taipei,25.025556,121.463618,0.6014
Taipei,25.069951,121.482866,0.6193
Taipei,25.045508,121.520824,0.4577
Taipei,25.124652,121.5033,0.5413
Taipei,25.073214,121.483767,0.5525
Taipei,25.041736,121.57605,0.485
Taipei,25.035718,121.477824,0.5648
Taipei,25.036923,121.467863,0.6218
Taipei,25.056976,121.573668,0.5801
Taipei,25.043507,121.463368,0.7002
Taipei,25.091943,121.483354,0.6757
Taipei,25.108257,121.501618,0.6196
Taipei,25.129148,121.571264,0.7181
New Taipei,25.088937,121.373863,0.4071
New Taipei,25.211112,121.369196,0.5791
New Taipei,25.1886,121.380676,0.7449
New Taipei,25.184424,121.3803,0.4361
New Taipei,25.010259,121.400624,0.5979
New Taipei,24.964839,121.389775,0.5933
New Taipei,25.083481,121.315934,0.7407
New Taipei,25.252323,121.446782,0.7374
New Taipei,25.066717,121.485031,0.4633
New Taipei,25.170531,121.622396,0.4926
New Taipei,24.966376,121.584962,0.5411
New Taipei,25.213308,121.588927,0.5655
New Taipei,25.151729,121.357953,0.6763
New Taipei,25.094461,121.458943,0.5804
New Taipei,24.935382,121.458205,0.6644
New Taipei,25.239828,121.480406,0.7616
New Taipei,25.208453,121.557658,0.5727
New Taipei,24.939519,121.648732,0.762
New Taipei,24.904792,121.387678,0.6655
New Taipei,24.988031,121.437998,0.5819
New Taipei,25.107698,121.525048,0.5839
New Taipei,25.200999,121.359521,0.5072
New Taipei,24.976975,121.466852,0.4309
New Taipei,25.145955,121.397712,0.5943
New Taipei,25.127119,121.575951,0.5336
New Taipei,25.175834,121.318501,0.5803
New Taipei,25.143868,121.331498,0.7959
New Taipei,24.937961,121.424672,0.3786
New Taipei,25.053964,121.412925,0.583
New Taipei,25.056473,121.494499,0.6035
New Taipei,25.281166,121.327788,0.6563
New Taipei,25.074134,121.32756,0.6245
New Taipei,25.111096,121.416839,0.6336
New Taipei,25.299105,121.388658,0.6161
New Taipei,25.146358,121.400083,0.6097
New Taipei,25.044617,121.530094,0.5946
New Taipei,25.229867,121.310108,0.5734
New Taipei,25.136675,121.366804,0.7648
New Taipei,25.248556,121.489205,0.6447
New Taipei,25.027378,121.524617,0.4914
New Taipei,25.283056,121.46286,0.5332
New Taipei,25.049421,121.644046,0.6378
New Taipei,25.120727,121.388179,0.6481
New Taipei,25.051261,121.568008,0.6825
New Taipei,24.912774,121.323201,0.6703
New Taipei,25.115823,121.341213,0.6001
New Taipei,25.028111,121.442054,0.4286
New Taipei,24.997857,121.605329,0.4578
New Taipei,25.226288,121.64916,0.6961
New Taipei,25.196774,121.582935,0.5928
New Taipei,25.139912,121.537637,0.639
New Taipei,25.037052,121.63868,0.7157
New Taipei,25.055798,121.538967,0.5327
New Taipei,25.126765,121.472448,0.7824
New Taipei,25.298804,121.482886,0.4399
New Taipei,25.186378,121.445929,0.7712
New Taipei,24.917491,121.477517,0.5147
New Taipei,25.258215,121.41015,0.7537
New Taipei,25.035936,121.59429,0.6556
New Taipei,25.102384,121.404185,0.656
New Taipei,25.286602,121.594084,0.5421
New Taipei,25.155347,121.432049,0.6099
New Taipei,25.064712,121.541703,0.6059
New Taipei,25.122233,121.596869,0.5134
New Taipei,25.217409,121.545224,0.6672
New Taipei,25.172341,121.488126,0.3528
New Taipei,25.180269,121.512853,0.5397
New Taipei,25.195505,121.385896,0.5037
New Taipei,24.998784,121.648064,0.5811
New Taipei,25.264283,121.322133,0.5633
New Taipei,25.162688,121.446054,0.4856
New Taipei,25.16454,121.571122,0.5326
New Taipei,25.137065,121.591064,0.451
New Taipei,25.061134,121.423919,0.6153
New Taipei,25.090988,121.399213,0.6074
New Taipei,25.053651,121.598778,0.5267
New Taipei,25.272288,121.324226,0.3928
New Taipei,25.293153,121.617103,0.4867
New Taipei,25.053178,121.354711,0.5175
New Taipei,25.13724,121.367982,0.7383
New Taipei,25.13127,121.516222,0.6178
New Taipei,25.164114,121.36106,0.7186
New Taipei,24.964564,121.380852,0.4223
New Taipei,25.221997,121.520035,0.5818
New Taipei,25.015914,121.602416,0.5888
New Taipei,24.908692,121.563609,0.599
New Taipei,25.230399,121.621591,0.8037
New Taipei,24.938289,121.446682,0.5426
New Taipei,25.019617,121.490036,0.6238
New Taipei,25.097863,121.463217,0.5051
New Taipei,25.076064,121.437917,0.617
New Taipei,24.98056,121.404658,0.5414
New Taipei,24.946803,121.554656,0.5843
New Taipei,25.076738,121.492074,0.6872
New Taipei,25.175907,121.545716,0.6857
New Taipei,24.92579,121.58894,0.5902
New Taipei,25.050101,121.550034,0.6637
New Taipei,24.900925,121.519781,0.425
New Taipei,24.990333,121.538602,0.4873
New Taipei,25.057369,121.35964,0.5349
New Taipei,25.285127,121.486616,0.4836
New Taipei,25.258339,121.427652,0.6176
New Taipei,25.046809,121.496947,0.7425
New Taipei,25.244659,121.463305,0.6666
New Taipei,24.986186,121.609313,0.4772
New Taipei,25.084256,121.485464,0.5803
New Taipei,24.91377,121.386129,0.7372
New Taipei,25.134266,121.641217,0.5058
New Taipei,24.912057,121.619997,0.6261
New Taipei,25.256689,121.385426,0.6494
New Taipei,25.091747,121.46197,0.4953
New Taipei,25.041289,121.498815,0.4835
New Taipei,24.944567,121.649088,0.5513
New Taipei,25.296304,121.473165,0.666
New Taipei,24.954022,121.56159,0.8766
New Taipei,24.973138,121.611173,0.5346
New Taipei,25.15623,121.549791,0.8471
New Taipei,25.015561,121.423242,0.5776
New Taipei,25.130273,121.449852,0.5643
New Taipei,25.285924,121.621648,0.5045
New Taipei,24.949201,121.393904,0.6183
New Taipei,25.217034,121.356324,0.5316
New Taipei,24.929458,121.567309,0.5787
New Taipei,25.271073,121.511871,0.6352
New Taipei,24.924311,121.472372,0.5072
New Taipei,25.107289,121.647525,0.4527
New Taipei,25.262926,121.380847,0.573
New Taipei,24.918124,121.463532,0.6115
New Taipei,25.070344,121.649634,0.4552
New Taipei,25.279665,121.385798,0.5986
New Taipei,25.123733,121.521709,0.5465
New Taipei,25.032864,121.350409,0.5401
New Taipei,25.170779,121.499581,0.7003
New Taipei,25.178889,121.55025,0.7563
New Taipei,25.285437,121.375291,0.3705
New Taipei,24.90931,121.628637,0.6626
New Taipei,25.190198,121.622426,0.6097
New Taipei,25.242261,121.400229,0.5609
New Taipei,25.036204,121.577961,0.7302
New Taipei,24.970017,121.452017,0.6825
New Taipei,25.106328,121.377836,0.5653
New Taipei,25.084231,121.4343,0.456
New Taipei,25.006212,121.585419,0.5349
New Taipei,25.145289,121.37781,0.6045
New Taipei,25.048195,121.576292,0.8068
New Taipei,25.241038,121.479149,0.6206
New Taipei,25.169969,121.549555,0.6333
New Taipei,25.222044,121.526322,0.7259
New Taipei,25.293306,121.503832,0.6722
New Taipei,25.050492,121.43406,0.6252
New Taipei,25.253904,121.351985,0.5395
New Taipei,25.055599,121.487245,0.725
New Taipei,25.296912,121.340445,0.5899
New Taipei,25.277601,121.334895,0.5027
New Taipei,24.944917,121.555927,0.6797
New Taipei,24.96416,121.368358,0.6864
New Taipei,25.273243,121.3599,0.8254
New Taipei,25.201378,121.433977,0.5739
New Taipei,24.952244,121.329351,0.6162
New Taipei,25.067796,121.585255,0.4835
New Taipei,25.249924,121.587962,0.5581
New Taipei,25.160633,121.533406,0.5471
New Taipei,25.11125,121.550688,0.8697
New Taipei,24.933193,121.490667,0.6139
New Taipei,25.153926,121.570429,0.7821
New Taipei,25.031153,121.364364,0.7717
New Taipei,25.245509,121.548059,0.6446
New Taipei,25.20746,121.644823,0.6393
New Taipei,24.941476,121.532994,0.4271
New Taipei,25.186067,121.429598,0.4798
New Taipei,25.156778,121.446255,0.6533
New Taipei,25.151056,121.605138,0.6455
New Taipei,25.212313,121.630966,0.6884
New Taipei,25.092056,121.378322,0.5037
New Taipei,24.987183,121.483815,0.4895
New Taipei,25.26496,121.615832,0.7852
New Taipei,25.023397,121.369142,0.715
New Taipei,25.141619,121.565048,0.4707
New Taipei,25.07831,121.347256,0.4531
New Taipei,24.91923,121.594947,0.6323
New Taipei,25.031926,121.604449,0.7279
New Taipei,25.21537,121.528252,0.6342
New Taipei,25.27313,121.586202,0.5552
New Taipei,25.165245,121.588545,0.6516
New Taipei,25.23806,121.619526,0.4028
New Taipei,25.224631,121.411495,0.7741
New Taipei,24.906014,121.542508,0.6484
New Taipei,24.929584,121.34762,0.6147
New Taipei,25.185246,121.54072,0.5661
New Taipei,24.932572,121.580405,0.5423
New Taipei,25.196883,121.36592,0.6574
New Taipei,24.979734,121.50119,0.5591
New Taipei,25.060726,121.504851,0.5964
New Taipei,25.029403,121.416646,0.5801
New Taipei,24.983785,121.384279,0.5903
New Taipei,24.918578,121.551978,0.6747
New Taipei,25.080267,121.428201,0.5813
New Taipei,25.053346,121.557528,0.408
New Taipei,25.176637,121.444511,0.6434
New Taipei,25.248347,121.422943,0.6731
New Taipei,24.956988,121.500585,0.7029
New Taipei,25.142297,121.403119,0.5395
New Taipei,25.228758,121.540556,0.7855
New Taipei,25.172149,121.471025,0.5997
New Taipei,25.103412,121.57914,0.5692
New Taipei,25.137092,121.391933,0.7177
New Taipei,25.24903,121.427031,0.6368
New Taipei,24.925439,121.383923,0.5972
New Taipei,25.022008,121.557269,0.6444
New Taipei,25.292582,121.389635,0.6544
New Taipei,25.183632,121.601508,0.6953
New Taipei,24.988089,121.530043,0.4299
New Taipei,24.924208,121.360555,0.5028
New Taipei,25.20061,121.306676,0.5285
New Taipei,25.06544,121.453852,0.4976
New Taipei,25.299877,121.365587,0.6861
New Taipei,24.943098,121.525149,0.5779
New Taipei,25.203001,121.452222,0.5251
New Taipei,24.963639,121.471559,0.6291
New Taipei,25.22251,121.60858,0.5549
New Taipei,24.951173,121.602372,0.5161
New Taipei,24.952091,121.338405,0.716
New Taipei,25.12401,121.454952,0.46
New Taipei,25.1962,121.471867,0.6832
New Taipei,25.130663,121.624603,0.6457
New Taipei,25.268919,121.32153,0.6916
New Taipei,24.998927,121.5586,0.5952
New Taipei,24.944043,121.434889,0.6479
New Taipei,25.117216,121.371447,0.5002
New Taipei,25.048086,121.504054,0.84
New Taipei,25.23271,121.611764,0.4066
New Taipei,24.983803,121.483017,0.4206
New Taipei,24.953095,121.333236,0.6296
New Taipei,25.055671,121.407919,0.6311
New Taipei,25.195621,121.38606,0.7058
New Taipei,25.104774,121.629175,0.4735
New Taipei,25.214418,121.421444,0.4401
New Taipei,25.188575,121.636156,0.6449
New Taipei,24.961091,121.603804,0.5261
New Taipei,24.963156,121.495669,0.5578
New Taipei,25.060897,121.592453,0.4762
New Taipei,25.090603,121.398772,0.5732
New Taipei,25.023739,121.352648,0.5885
New Taipei,25.009477,121.634635,0.6704
New Taipei,24.97031,121.635363,0.7045
New Taipei,25.060817,121.587999,0.7815
New Taipei,25.15018,121.635239,0.6819
New Taipei,25.081304,121.47193,0.5909
New Taipei,25.117612,121.648061,0.5896
New Taipei,24.926557,121.576921,0.4435
New Taipei,24.920217,121.444225,0.6572
New Taipei,25.262406,121.630366,0.4774
New Taipei,25.089094,121.358352,0.5051
New Taipei,25.277588,121.428344,0.554
New Taipei,25.148411,121.350697,0.657
New Taipei,25.08596,121.393193,0.6325
New Taipei,25.217611,121.546253,0.4402
New Taipei,25.15957,121.303162,0.5641
New Taipei,25.188421,121.361721,0.5177
New Taipei,25.252455,121.353089,0.5147
New Taipei,25.08977,121.341428,0.6941
New Taipei,25.222012,121.598303,0.6382
New Taipei,25.115175,121.406785,0.6853
New Taipei,25.241801,121.369722,0.7021
New Taipei,25.032143,121.442874,0.8155
New Taipei,25.226949,121.460189,0.4701
New Taipei,25.023448,121.504071,0.5946
New Taipei,25.273273,121.442104,0.5072
New Taipei,25.115551,121.4323,0.5586
New Taipei,25.276892,121.581943,0.7582
New Taipei,25.156435,121.524451,0.5013
New Taipei,25.049201,121.31111,0.7898
New Taipei,25.105512,121.635544,0.7105
New Taipei,25.007107,121.436133,0.513
New Taipei,25.296111,121.318837,0.7086
New Taipei,25.130308,121.388631,0.5948
New Taipei,25.195487,121.569845,0.7677
New Taipei,24.983911,121.627491,0.7995
New Taipei,25.18151,121.435196,0.4052
New Taipei,25.216624,121.472995,0.5538
New Taipei,24.975204,121.554117,0.5233
New Taipei,25.08623,121.327447,0.7585
New Taipei,25.040579,121.30572,0.5195
New Taipei,25.134612,121.433688,0.6676
New Taipei,25.261196,121.400833,0.7243
New Taipei,25.212948,121.556598,0.4435
New Taipei,25.150621,121.534971,0.8428
New Taipei,25.15487,121.521425,0.5128
New Taipei,25.153137,121.35262,0.5124
New Taipei,25.062426,121.313629,0.3928
New Taipei,25.081472,121.451828,0.4796
New Taipei,25.103647,121.537247,0.6892
New Taipei,24.927564,121.363911,0.5371
New Taipei,25.025485,121.348262,0.8218
New Taipei,25.208589,121.638229,0.5157
New Taipei,24.950747,121.572412,0.6015
New Taipei,25.002613,121.545599,0.7108
New Taipei,24.946395,121.504368,0.589
New Taipei,25.185144,121.474907,0.7307
New Taipei,25.136747,121.582939,0.5758
Taoyuan,25.054309,121.396931,0.5392
Taoyuan,24.791927,121.24382,0.557
Taoyuan,24.977751,121.181677,0.6829
Taoyuan,24.916252,121.330879,0.7039
Taoyuan,24.991817,121.152315,0.4951
Taoyuan,24.804079,121.224312,0.7723
Taoyuan,24.789228,121.224102,0.6057
Taoyuan,24.961705,121.358506,0.7923
Taoyuan,24.723766,121.289264,0.5338
Taoyuan,24.784805,121.238362,0.6858
Taoyuan,25.072525,121.346793,0.6614
Taoyuan,24.923631,121.339135,0.6267
Taoyuan,24.984736,121.109504,0.5103
Taoyuan,24.834108,121.349479,0.5439
Taoyuan,24.917021,121.34093,0.6264
Taoyuan,24.976287,121.257337,0.498
Taoyuan,24.935433,121.124184,0.5762
Taoyuan,25.062309,121.114095,0.6517
Taoyuan,25.094344,121.146631,0.4665
Taoyuan,25.053979,121.182394,0.7045
Taoyuan,24.894797,121.234959,0.6111
Taoyuan,24.850434,121.199683,0.4506
Taoyuan,24.889584,121.159378,0.5572
Taoyuan,25.046198,121.345427,0.6205
Taoyuan,25.020072,121.377415,0.8313
Taoyuan,24.7596,121.262189,0.5805
Taoyuan,24.748732,121.18836,0.6496
Taoyuan,24.85491,121.150006,0.5407
Taoyuan,25.052174,121.343914,0.6604
Taoyuan,24.994921,121.198618,0.3922
Taoyuan,25.082669,121.114365,0.6799
Taoyuan,24.927553,121.182699,0.5702
Taoyuan,24.886046,121.221967,0.7742
Taoyuan,24.705358,121.368258,0.5206
Taoyuan,25.047759,121.107263,0.4836
Taoyuan,24.718414,121.166066,0.4588
Taoyuan,25.002463,121.238258,0.6242
Taoyuan,25.014926,121.332136,0.7344
Taoyuan,24.753668,121.166905,0.5363
Taoyuan,25.004738,121.193578,0.5207
Taoyuan,24.967851,121.281424,0.6079
Taoyuan,24.826061,121.330025,0.5906
Taoyuan,25.045245,121.192375,0.6395
Taoyuan,24.757492,121.371702,0.4828
Taoyuan,24.827042,121.135713,0.8451
Taoyuan,25.03714,121.255737,0.7731
Taoyuan,24.742933,121.282639,0.5702
Taoyuan,25.076526,121.343445,0.6743
Taoyuan,24.882117,121.382707,0.4293
Taoyuan,24.80417,121.249879,0.7653
Taoyuan,24.880412,121.380063,0.615
Taoyuan,24.927509,121.184899,0.5585
Taoyuan,25.030571,121.165344,0.6161
Taoyuan,24.857258,121.190646,0.3635
Taoyuan,24.837458,121.114079,0.7883
Taoyuan,24.742836,121.134151,0.4174
Taoyuan,24.966022,121.182477,0.5707
Taoyuan,24.998146,121.163443,0.5951
Taoyuan,24.707761,121.114445,0.6867
Taoyuan,24.93687,121.124937,0.4908
Taoyuan,24.716639,121.140143,0.7168
Taoyuan,24.808862,121.264427,0.6812
Taoyuan,24.857714,121.239097,0.6639
Taoyuan,24.778785,121.348847,0.6995
Taoyuan,24.985604,121.107852,0.5841
Taoyuan,24.996462,121.130179,0.6078
Taoyuan,24.808094,121.287038,0.5169
Taoyuan,25.038771,121.226802,0.4312
Taoyuan,24.916451,121.307277,0.6919
Taoyuan,24.858434,121.113917,0.5893
Taoyuan,24.790313,121.10671,0.5461
Taoyuan,24.738881,121.263633,0.4063
Taoyuan,24.883537,121.166598,0.6736
Taoyuan,24.900073,121.110856,0.5759
Taoyuan,25.048038,121.22754,0.6562
Taoyuan,24.815702,121.375675,0.535
Taoyuan,24.895955,121.264353,0.5856
Taoyuan,24.863276,121.348856,0.4804
