city,lat,lng,hour_of_day,congestion
台北市,25.060000000000002,121.45,0,0.2
台北市,25.060000000000002,121.45,1,0.2
台北市,25.060000000000002,121.45,2,0.2
台北市,25.060000000000002,121.45,3,0.2
台北市,25.060000000000002,121.45,4,0.2
台北市,25.060000000000002,121.45,5,0.2
台北市,25.060000000000002,121.45,6,0.45
台北市,25.060000000000002,121.45,7,0.85
台北市,25.060000000000002,121.45,8,0.85
台北市,25.060000000000002,121.45,9,0.85
台北市,25.060000000000002,121.45,10,0.45
台北市,25.060000000000002,121.45,11,0.45
台北市,25.060000000000002,121.45,12,0.6
台北市,25.060000000000002,121.45,13,0.6
台北市,25.060000000000002,121.45,14,0.45
台北市,25.060000000000002,121.45,15,0.45
台北市,25.060000000000002,121.45,16,0.45
台北市,25.060000000000002,121.45,17,0.85
台北市,25.060000000000002,121.45,18,0.85
台北市,25.060000000000002,121.45,19,0.45
台北市,25.060000000000002,121.45,20,0.45
台北市,25.060000000000002,121.45,21,0.45
台北市,25.060000000000002,121.45,22,0.45
台北市,25.060000000000002,121.45,23,0.45
台北市,25.060000000000002,121.5,0,0.2
台北市,25.060000000000002,121.5,1,0.2
台北市,25.060000000000002,121.5,2,0.2
台北市,25.060000000000002,121.5,3,0.2
台北市,25.060000000000002,121.5,4,0.2
台北市,25.060000000000002,121.5,5,0.2
台北市,25.060000000000002,121.5,6,0.45
台北市,25.060000000000002,121.5,7,0.85
台北市,25.060000000000002,121.5,8,0.85
台北市,25.060000000000002,121.5,9,0.85
台北市,25.060000000000002,121.5,10,0.45
台北市,25.060000000000002,121.5,11,0.45
台北市,25.060000000000002,121.5,12,0.6
台北市,25.060000000000002,121.5,13,0.6
台北市,25.060000000000002,121.5,14,0.45
台北市,25.060000000000002,121.5,15,0.45
台北市,25.060000000000002,121.5,16,0.45
台北市,25.060000000000002,121.5,17,0.85
台北市,25.060000000000002,121.5,18,0.85
台北市,25.060000000000002,121.5,19,0.45
台北市,25.060000000000002,121.5,20,0.45
台北市,25.060000000000002,121.5,21,0.45
台北市,25.060000000000002,121.5,22,0.45
台北市,25.060000000000002,121.5,23,0.45
台北市,25.060000000000002,121.55,0,0.2
台北市,25.060000000000002,121.55,1,0.2
台北市,25.060000000000002,121.55,2,0.2
台北市,25.060000000000002,121.55,3,0.2
台北市,25.060000000000002,121.55,4,0.2
台北市,25.060000000000002,121.55,5,0.2
台北市,25.060000000000002,121.55,6,0.45
台北市,25.060000000000002,121.55,7,0.85
台北市,25.060000000000002,121.55,8,0.85
台北市,25.060000000000002,121.55,9,0.85
台北市,25.060000000000002,121.55,10,0.45
台北市,25.060000000000002,121.55,11,0.45
台北市,25.060000000000002,121.55,12,0.6
台北市,25.060000000000002,121.55,13,0.6
台北市,25.060000000000002,121.55,14,0.45
台北市,25.060000000000002,121.55,15,0.45
台北市,25.060000000000002,121.55,16,0.45
台北市,25.060000000000002,121.55,17,0.85
台北市,25.060000000000002,121.55,18,0.85
台北市,25.060000000000002,121.55,19,0.45
台北市,25.060000000000002,121.55,20,0.45
台北市,25.060000000000002,121.55,21,0.45
台北市,25.060000000000002,121.55,22,0.45
台北市,25.060000000000002,121.55,23,0.45
台北市,25.110000000000003,121.45,0,0.2
台北市,25.110000000000003,121.45,1,0.2
台北市,25.110000000000003,121.45,2,0.2
台北市,25.110000000000003,121.45,3,0.2
台北市,25.110000000000003,121.45,4,0.2
台北市,25.110000000000003,121.45,5,0.2
台北市,25.110000000000003,121.45,6,0.45
台北市,25.110000000000003,121.45,7,0.85
台北市,25.110000000000003,121.45,8,0.85
台北市,25.110000000000003,121.45,9,0.85
台北市,25.110000000000003,121.45,10,0.45
台北市,25.110000000000003,121.45,11,0.45
台北市,25.110000000000003,121.45,12,0.6
台北市,25.110000000000003,121.45,13,0.6
台北市,25.110000000000003,121.45,14,0.45
台北市,25.110000000000003,121.45,15,0.45
台北市,25.110000000000003,121.45,16,0.45
台北市,25.110000000000003,121.45,17,0.85
台北市,25.110000000000003,121.45,18,0.85
台北市,25.110000000000003,121.45,19,0.45
台北市,25.110000000000003,121.45,20,0.45
台北市,25.110000000000003,121.45,21,0.45
台北市,25.110000000000003,121.45,22,0.45
台北市,25.110000000000003,121.45,23,0.45
台北市,25.110000000000003,121.5,0,0.2
台北市,25.110000000000003,121.5,1,0.2
台北市,25.110000000000003,121.5,2,0.2
台北市,25.110000000000003,121.5,3,0.2
台北市,25.110000000000003,121.5,4,0.2
台北市,25.110000000000003,121.5,5,0.2
台北市,25.110000000000003,121.5,6,0.45
台北市,25.110000000000003,121.5,7,0.85
台北市,25.110000000000003,121.5,8,0.85
台北市,25.110000000000003,121.5,9,0.85
台北市,25.110000000000003,121.5,10,0.45
台北市,25.110000000000003,121.5,11,0.45
台北市,25.110000000000003,121.5,12,0.6
台北市,25.110000000000003,121.5,13,0.6
台北市,25.110000000000003,121.5,14,0.45
台北市,25.110000000000003,121.5,15,0.45
台北市,25.110000000000003,121.5,16,0.45
台北市,25.110000000000003,121.5,17,0.85
台北市,25.110000000000003,121.5,18,0.85
台北市,25.110000000000003,121.5,19,0.45
台北市,25.110000000000003,121.5,20,0.45
台北市,25.110000000000003,121.5,21,0.45
台北市,25.110000000000003,121.5,22,0.45
台北市,25.110000000000003,121.5,23,0.45
台北市,25.110000000000003,121.55,0,0.2
台北市,25.110000000000003,121.55,1,0.2
台北市,25.110000000000003,121.55,2,0.2
台北市,25.110000000000003,121.55,3,0.2
台北市,25.110000000000003,121.55,4,0.2
台北市,25.110000000000003,121.55,5,0.2
台北市,25.110000000000003,121.55,6,0.45
台北市,25.110000000000003,121.55,7,0.85
台北市,25.110000000000003,121.55,8,0.85
台北市,25.110000000000003,121.55,9,0.85
台北市,25.110000000000003,121.55,10,0.45
台北市,25.110000000000003,121.55,11,0.45
台北市,25.110000000000003,121.55,12,0.6
台北市,25.110000000000003,121.55,13,0.6
台北市,25.110000000000003,121.55,14,0.45
台北市,25.110000000000003,121.55,15,0.45
台北市,25.110000000000003,121.55,16,0.45
台北市,25.110000000000003,121.55,17,0.85
台北市,25.110000000000003,121.55,18,0.85
台北市,25.110000000000003,121.55,19,0.45
台北市,25.110000000000003,121.55,20,0.45
台北市,25.110000000000003,121.55,21,0.45
台北市,25.110000000000003,121.55,22,0.45
台北市,25.110000000000003,121.55,23,0.45
新北市,24.8,121.2,0,0.2
新北市,24.8,121.2,1,0.2
新北市,24.8,121.2,2,0.2
新北市,24.8,121.2,3,0.2
新北市,24.8,121.2,4,0.2
新北市,24.8,121.2,5,0.2
新北市,24.8,121.2,6,0.45
新北市,24.8,121.2,7,0.85
新北市,24.8,121.2,8,0.85
新北市,24.8,121.2,9,0.85
新北市,24.8,121.2,10,0.45
新北市,24.8,121.2,11,0.45
新北市,24.8,121.2,12,0.6
新北市,24.8,121.2,13,0.6
新北市,24.8,121.2,14,0.45
新北市,24.8,121.2,15,0.45
新北市,24.8,121.2,16,0.45
新北市,24.8,121.2,17,0.85
新北市,24.8,121.2,18,0.85
新北市,24.8,121.2,19,0.45
新北市,24.8,121.2,20,0.45
新北市,24.8,121.2,21,0.45
新北市,24.8,121.2,22,0.45
新北市,24.8,121.2,23,0.45
新北市,24.8,121.25,0,0.2
新北市,24.8,121.25,1,0.2
新北市,24.8,121.25,2,0.2
新北市,24.8,121.25,3,0.2
新北市,24.8,121.25,4,0.2
新北市,24.8,121.25,5,0.2
新北市,24.8,121.25,6,0.45
新北市,24.8,121.25,7,0.85
新北市,24.8,121.25,8,0.85
新北市,24.8,121.25,9,0.85
新北市,24.8,121.25,10,0.45
新北市,24.8,121.25,11,0.45
新北市,24.8,121.25,12,0.6
新北市,24.8,121.25,13,0.6
新北市,24.8,121.25,14,0.45
新北市,24.8,121.25,15,0.45
新北市,24.8,121.25,16,0.45
新北市,24.8,121.25,17,0.85
新北市,24.8,121.25,18,0.85
新北市,24.8,121.25,19,0.45
新北市,24.8,121.25,20,0.45
新北市,24.8,121.25,21,0.45
新北市,24.8,121.25,22,0.45
新北市,24.8,121.25,23,0.45
新北市,24.8,121.3,0,0.2
新北市,24.8,121.3,1,0.2
新北市,24.8,121.3,2,0.2
新北市,24.8,121.3,3,0.2
新北市,24.8,121.3,4,0.2
新北市,24.8,121.3,5,0.2
新北市,24.8,121.3,6,0.45
新北市,24.8,121.3,7,0.85
新北市,24.8,121.3,8,0.85
新北市,24.8,121.3,9,0.85
新北市,24.8,121.3,10,0.45
新北市,24.8,121.3,11,0.45
新北市,24.8,121.3,12,0.6
新北市,24.8,121.3,13,0.6
新北市,24.8,121.3,14,0.45
新北市,24.8,121.3,15,0.45
新北市,24.8,121.3,16,0.45
新北市,24.8,121.3,17,0.85
新北市,24.8,121.3,18,0.85
新北市,24.8,121.3,19,0.45
新北市,24.8,121.3,20,0.45
新北市,24.8,121.3,21,0.45
新北市,24.8,121.3,22,0.45
新北市,24.8,121.3,23,0.45
新北市,24.8,121.35,0,0.2
新北市,24.8,121.35,1,0.2
新北市,24.8,121.35,2,0.2
新北市,24.8,121.35,3,0.2
新北市,24.8,121.35,4,0.2
新北市,24.8,121.35,5,0.2
新北市,24.8,121.35,6,0.45
新北市,24.8,121.35,7,0.85
新北市,24.8,121.35,8,0.85
新北市,24.8,121.35,9,0.85
新北市,24.8,121.35,10,0.45
新北市,24.8,121.35,11,0.45
新北市,24.8,121.35,12,0.6
新北市,24.8,121.35,13,0.6
新北市,24.8,121.35,14,0.45
新北市,24.8,121.35,15,0.45
新北市,24.8,121.35,16,0.45
新北市,24.8,121.35,17,0.85
新北市,24.8,121.35,18,0.85
新北市,24.8,121.35,19,0.45
新北市,24.8,121.35,20,0.45
新北市,24.8,121.35,21,0.45
新北市,24.8,121.35,22,0.45
新北市,24.8,121.35,23,0.45
新北市,24.8,121.39999999999999,0,0.2
新北市,24.8,121.39999999999999,1,0.2
新北市,24.8,121.39999999999999,2,0.2
新北市,24.8,121.39999999999999,3,0.2
新北市,24.8,121.39999999999999,4,0.2
新北市,24.8,121.39999999999999,5,0.2
新北市,24.8,121.39999999999999,6,0.45
新北市,24.8,121.39999999999999,7,0.85
新北市,24.8,121.39999999999999,8,0.85
新北市,24.8,121.39999999999999,9,0.85
新北市,24.8,121.39999999999999,10,0.45
新北市,24.8,121.39999999999999,11,0.45
新北市,24.8,121.39999999999999,12,0.6
新北市,24.8,121.39999999999999,13,0.6
新北市,24.8,121.39999999999999,14,0.45
新北市,24.8,121.39999999999999,15,0.45
新北市,24.8,121.39999999999999,16,0.45
新北市,24.8,121.39999999999999,17,0.85
新北市,24.8,121.39999999999999,18,0.85
新北市,24.8,121.39999999999999,19,0.45
新北市,24.8,121.39999999999999,20,0.45
新北市,24.8,121.39999999999999,21,0.45
新北市,24.8,121.39999999999999,22,0.45
新北市,24.8,121.39999999999999,23,0.45
新北市,24.8,121.44999999999999,0,0.2
新北市,24.8,121.44999999999999,1,0.2
新北市,24.8,121.44999999999999,2,0.2
新北市,24.8,121.44999999999999,3,0.2
新北市,24.8,121.44999999999999,4,0.2
新北市,24.8,121.44999999999999,5,0.2
新北市,24.8,121.44999999999999,6,0.45
新北市,24.8,121.44999999999999,7,0.85
新北市,24.8,121.44999999999999,8,0.85
新北市,24.8,121.44999999999999,9,0.85
新北市,24.8,121.44999999999999,10,0.45
新北市,24.8,121.44999999999999,11,0.45
新北市,24.8,121.44999999999999,12,0.6
新北市,24.8,121.44999999999999,13,0.6
新北市,24.8,121.44999999999999,14,0.45
新北市,24.8,121.44999999999999,15,0.45
新北市,24.8,121.44999999999999,16,0.45
新北市,24.8,121.44999999999999,17,0.85
新北市,24.8,121.44999999999999,18,0.85
新北市,24.8,121.44999999999999,19,0.45
新北市,24.8,121.44999999999999,20,0.45
新北市,24.8,121.44999999999999,21,0.45
新北市,24.8,121.44999999999999,22,0.45
新北市,24.8,121.44999999999999,23,0.45
新北市,24.8,121.49999999999999,0,0.2
新北市,24.8,121.49999999999999,1,0.2
新北市,24.8,121.49999999999999,2,0.2
新北市,24.8,121.49999999999999,3,0.2
新北市,24.8,121.49999999999999,4,0.2
新北市,24.8,121.49999999999999,5,0.2
新北市,24.8,121.49999999999999,6,0.45
新北市,24.8,121.49999999999999,7,0.85
新北市,24.8,121.49999999999999,8,0.85
新北市,24.8,121.49999999999999,9,0.85
新北市,24.8,121.49999999999999,10,0.45
新北市,24.8,121.49999999999999,11,0.45
新北市,24.8,121.49999999999999,12,0.6
新北市,24.8,121.49999999999999,13,0.6
新北市,24.8,121.49999999999999,14,0.45
新北市,24.8,121.49999999999999,15,0.45
新北市,24.8,121.49999999999999,16,0.45
新北市,24.8,121.49999999999999,17,0.85
新北市,24.8,121.49999999999999,18,0.85
新北市,24.8,121.49999999999999,19,0.45
新北市,24.8,121.49999999999999,20,0.45
新北市,24.8,121.49999999999999,21,0.45
新北市,24.8,121.49999999999999,22,0.45
新北市,24.8,121.49999999999999,23,0.45
新北市,24.8,121.54999999999998,0,0.2
新北市,24.8,121.54999999999998,1,0.2
新北市,24.8,121.54999999999998,2,0.2
新北市,24.8,121.54999999999998,3,0.2
新北市,24.8,121.54999999999998,4,0.2
新北市,24.8,121.54999999999998,5,0.2
新北市,24.8,121.54999999999998,6,0.45
新北市,24.8,121.54999999999998,7,0.85
新北市,24.8,121.54999999999998,8,0.85
新北市,24.8,121.54999999999998,9,0.85
新北市,24.8,121.54999999999998,10,0.45
新北市,24.8,121.54999999999998,11,0.45
新北市,24.8,121.54999999999998,12,0.6
新北市,24.8,121.54999999999998,13,0.6
新北市,24.8,121.54999999999998,14,0.45
新北市,24.8,121.54999999999998,15,0.45
新北市,24.8,121.54999999999998,16,0.45
新北市,24.8,121.54999999999998,17,0.85
新北市,24.8,121.54999999999998,18,0.85
新北市,24.8,121.54999999999998,19,0.45
新北市,24.8,121.54999999999998,20,0.45
新北市,24.8,121.54999999999998,21,0.45
新北市,24.8,121.54999999999998,22,0.45
新北市,24.8,121.54999999999998,23,0.45
新北市,24.8,121.59999999999998,0,0.2
新北市,24.8,121.59999999999998,1,0.2
新北市,24.8,121.59999999999998,2,0.2
新北市,24.8,121.59999999999998,3,0.2
新北市,24.8,121.59999999999998,4,0.2
新北市,24.8,121.59999999999998,5,0.2
新北市,24.8,121.59999999999998,6,0.45
新北市,24.8,121.59999999999998,7,0.85
新北市,24.8,121.59999999999998,8,0.85
新北市,24.8,121.59999999999998,9,0.85
新北市,24.8,121.59999999999998,10,0.45
新北市,24.8,121.59999999999998,11,0.45
新北市,24.8,121.59999999999998,12,0.6
新北市,24.8,121.59999999999998,13,0.6
新北市,24.8,121.59999999999998,14,0.45
新北市,24.8,121.59999999999998,15,0.45
新北市,24.8,121.59999999999998,16,0.45
新北市,24.8,121.59999999999998,17,0.85
新北市,24.8,121.59999999999998,18,0.85
新北市,24.8,121.59999999999998,19,0.45
新北市,24.8,121.59999999999998,20,0.45
新北市,24.8,121.59999999999998,21,0.45
新北市,24.8,121.59999999999998,22,0.45
新北市,24.8,121.59999999999998,23,0.45
新北市,24.8,121.64999999999998,0,0.2
新北市,24.8,121.64999999999998,1,0.2
新北市,24.8,121.64999999999998,2,0.2
新北市,24.8,121.64999999999998,3,0.2
新北市,24.8,121.64999999999998,4,0.2
新北市,24.8,121.64999999999998,5,0.2
新北市,24.8,121.64999999999998,6,0.45
新北市,24.8,121.64999999999998,7,0.85
新北市,24.8,121.64999999999998,8,0.85
新北市,24.8,121.64999999999998,9,0.85
新北市,24.8,121.64999999999998,10,0.45
新北市,24.8,121.64999999999998,11,0.45
新北市,24.8,121.64999999999998,12,0.6
新北市,24.8,121.64999999999998,13,0.6
新北市,24.8,121.64999999999998,14,0.45
新北市,24.8,121.64999999999998,15,0.45
新北市,24.8,121.64999999999998,16,0.45
新北市,24.8,121.64999999999998,17,0.85
新北市,24.8,121.64999999999998,18,0.85
新北市,24.8,121.64999999999998,19,0.45
新北市,24.8,121.64999999999998,20,0.45
新北市,24.8,121.64999999999998,21,0.45
新北市,24.8,121.64999999999998,22,0.45
新北市,24.8,121.64999999999998,23,0.45
新北市,24.85,121.2,0,0.2
新北市,24.85,121.2,1,0.2
新北市,24.85,121.2,2,0.2
新北市,24.85,121.2,3,0.2
新北市,24.85,121.2,4,0.2
新北市,24.85,121.2,5,0.2
新北市,24.85,121.2,6,0.45
新北市,24.85,121.2,7,0.85
新北市,24.85,121.2,8,0.85
新北市,24.85,121.2,9,0.85
新北市,24.85,121.2,10,0.45
新北市,24.85,121.2,11,0.45
新北市,24.85,121.2,12,0.6
新北市,24.85,121.2,13,0.6
新北市,24.85,121.2,14,0.45
新北市,24.85,121.2,15,0.45
新北市,24.85,121.2,16,0.45
新北市,24.85,121.2,17,0.85
新北市,24.85,121.2,18,0.85
新北市,24.85,121.2,19,0.45
新北市,24.85,121.2,20,0.45
新北市,24.85,121.2,21,0.45
新北市,24.85,121.2,22,0.45
新北市,24.85,121.2,23,0.45
新北市,24.85,121.25,0,0.2
新北市,24.85,121.25,1,0.2
新北市,24.85,121.25,2,0.2
新北市,24.85,121.25,3,0.2
新北市,24.85,121.25,4,0.2
新北市,24.85,121.25,5,0.2
新北市,24.85,121.25,6,0.45
新北市,24.85,121.25,7,0.85
新北市,24.85,121.25,8,0.85
新北市,24.85,121.25,9,0.85
新北市,24.85,121.25,10,0.45
新北市,24.85,121.25,11,0.45
新北市,24.85,121.25,12,0.6
新北市,24.85,121.25,13,0.6
新北市,24.85,121.25,14,0.45
新北市,24.85,121.25,15,0.45
新北市,24.85,121.25,16,0.45
新北市,24.85,121.25,17,0.85
新北市,24.85,121.25,18,0.85
新北市,24.85,121.25,19,0.45
新北市,24.85,121.25,20,0.45
新北市,24.85,121.25,21,0.45
新北市,24.85,121.25,22,0.45
新北市,24.85,121.25,23,0.45
新北市,24.85,121.3,0,0.2
新北市,24.85,121.3,1,0.2
新北市,24.85,121.3,2,0.2
新北市,24.85,121.3,3,0.2
新北市,24.85,121.3,4,0.2
新北市,24.85,121.3,5,0.2
新北市,24.85,121.3,6,0.45
新北市,24.85,121.3,7,0.85
新北市,24.85,121.3,8,0.85
新北市,24.85,121.3,9,0.85
新北市,24.85,121.3,10,0.45
新北市,24.85,121.3,11,0.45
新北市,24.85,121.3,12,0.6
新北市,24.85,121.3,13,0.6
新北市,24.85,121.3,14,0.45
新北市,24.85,121.3,15,0.45
新北市,24.85,121.3,16,0.45
新北市,24.85,121.3,17,0.85
新北市,24.85,121.3,18,0.85
新北市,24.85,121.3,19,0.45
新北市,24.85,121.3,20,0.45
新北市,24.85,121.3,21,0.45
新北市,24.85,121.3,22,0.45
新北市,24.85,121.3,23,0.45
新北市,24.85,121.35,0,0.2
新北市,24.85,121.35,1,0.2
新北市,24.85,121.35,2,0.2
新北市,24.85,121.35,3,0.2
新北市,24.85,121.35,4,0.2
新北市,24.85,121.35,5,0.2
新北市,24.85,121.35,6,0.45
新北市,24.85,121.35,7,0.85
新北市,24.85,121.35,8,0.85
新北市,24.85,121.35,9,0.85
新北市,24.85,121.35,10,0.45
新北市,24.85,121.35,11,0.45
新北市,24.85,121.35,12,0.6
新北市,24.85,121.35,13,0.6
新北市,24.85,121.35,14,0.45
新北市,24.85,121.35,15,0.45
新北市,24.85,121.35,16,0.45
新北市,24.85,121.35,17,0.85
新北市,24.85,121.35,18,0.85
新北市,24.85,121.35,19,0.45
新北市,24.85,121.35,20,0.45
新北市,24.85,121.35,21,0.45
新北市,24.85,121.35,22,0.45
新北市,24.85,121.35,23,0.45
新北市,24.85,121.39999999999999,0,0.2
新北市,24.85,121.39999999999999,1,0.2
新北市,24.85,121.39999999999999,2,0.2
新北市,24.85,121.39999999999999,3,0.2
新北市,24.85,121.39999999999999,4,0.2
新北市,24.85,121.39999999999999,5,0.2
新北市,24.85,121.39999999999999,6,0.45
新北市,24.85,121.39999999999999,7,0.85
新北市,24.85,121.39999999999999,8,0.85
新北市,24.85,121.39999999999999,9,0.85
新北市,24.85,121.39999999999999,10,0.45
新北市,24.85,121.39999999999999,11,0.45
新北市,24.85,121.39999999999999,12,0.6
新北市,24.85,121.39999999999999,13,0.6
新北市,24.85,121.39999999999999,14,0.45
新北市,24.85,121.39999999999999,15,0.45
新北市,24.85,121.39999999999999,16,0.45
新北市,24.85,121.39999999999999,17,0.85
新北市,24.85,121.39999999999999,18,0.85
新北市,24.85,121.39999999999999,19,0.45
新北市,24.85,121.39999999999999,20,0.45
新北市,24.85,121.39999999999999,21,0.45
新北市,24.85,121.39999999999999,22,0.45
新北市,24.85,121.39999999999999,23,0.45
新北市,24.85,121.44999999999999,0,0.2
新北市,24.85,121.44999999999999,1,0.2
新北市,24.85,121.44999999999999,2,0.2
新北市,24.85,121.44999999999999,3,0.2
新北市,24.85,121.44999999999999,4,0.2
新北市,24.85,121.44999999999999,5,0.2
新北市,24.85,121.44999999999999,6,0.45
新北市,24.85,121.44999999999999,7,0.85
新北市,24.85,121.44999999999999,8,0.85
新北市,24.85,121.44999999999999,9,0.85
新北市,24.85,121.44999999999999,10,0.45
新北市,24.85,121.44999999999999,11,0.45
新北市,24.85,121.44999999999999,12,0.6
新北市,24.85,121.44999999999999,13,0.6
新北市,24.85,121.44999999999999,14,0.45
新北市,24.85,121.44999999999999,15,0.45
新北市,24.85,121.44999999999999,16,0.45
新北市,24.85,121.44999999999999,17,0.85
新北市,24.85,121.44999999999999,18,0.85
新北市,24.85,121.44999999999999,19,0.45
新北市,24.85,121.44999999999999,20,0.45
新北市,24.85,121.44999999999999,21,0.45
新北市,24.85,121.44999999999999,22,0.45
新北市,24.85,121.44999999999999,23,0.45
新北市,24.85,121.49999999999999,0,0.2
新北市,24.85,121.49999999999999,1,0.2
新北市,24.85,121.49999999999999,2,0.2
新北市,24.85,121.49999999999999,3,0.2
新北市,24.85,121.49999999999999,4,0.2
新北市,24.85,121.49999999999999,5,0.2
新北市,24.85,121.49999999999999,6,0.45
新北市,24.85,121.49999999999999,7,0.85
新北市,24.85,121.49999999999999,8,0.85
新北市,24.85,121.49999999999999,9,0.85
新北市,24.85,121.49999999999999,10,0.45
新北市,24.85,121.49999999999999,11,0.45
新北市,24.85,121.49999999999999,12,0.6
新北市,24.85,121.49999999999999,13,0.6
新北市,24.85,121.49999999999999,14,0.45
新北市,24.85,121.49999999999999,15,0.45
新北市,24.85,121.49999999999999,16,0.45
新北市,24.85,121.49999999999999,17,0.85
新北市,24.85,121.49999999999999,18,0.85
新北市,24.85,121.49999999999999,19,0.45
新北市,24.85,121.49999999999999,20,0.45
新北市,24.85,121.49999999999999,21,0.45
新北市,24.85,121.49999999999999,22,0.45
新北市,24.85,121.49999999999999,23,0.45
新北市,24.85,121.54999999999998,0,0.2
新北市,24.85,121.54999999999998,1,0.2
新北市,24.85,121.54999999999998,2,0.2
新北市,24.85,121.54999999999998,3,0.2
新北市,24.85,121.54999999999998,4,0.2
新北市,24.85,121.54999999999998,5,0.2
新北市,24.85,121.54999999999998,6,0.45
新北市,24.85,121.54999999999998,7,0.85
新北市,24.85,121.54999999999998,8,0.85
新北市,24.85,121.54999999999998,9,0.85
新北市,24.85,121.54999999999998,10,0.45
新北市,24.85,121.54999999999998,11,0.45
新北市,24.85,121.54999999999998,12,0.6
新北市,24.85,121.54999999999998,13,0.6
新北市,24.85,121.54999999999998,14,0.45
新北市,24.85,121.54999999999998,15,0.45
新北市,24.85,121.54999999999998,16,0.45
新北市,24.85,121.54999999999998,17,0.85
新北市,24.85,121.54999999999998,18,0.85
新北市,24.85,121.54999999999998,19,0.45
新北市,24.85,121.54999999999998,20,0.45
新北市,24.85,121.54999999999998,21,0.45
新北市,24.85,121.54999999999998,22,0.45
新北市,24.85,121.54999999999998,23,0.45
新北市,24.85,121.59999999999998,0,0.2
新北市,24.85,121.59999999999998,1,0.2
新北市,24.85,121.59999999999998,2,0.2
新北市,24.85,121.59999999999998,3,0.2
新北市,24.85,121.59999999999998,4,0.2
新北市,24.85,121.59999999999998,5,0.2
新北市,24.85,121.59999999999998,6,0.45
新北市,24.85,121.59999999999998,7,0.85
新北市,24.85,121.59999999999998,8,0.85
新北市,24.85,121.59999999999998,9,0.85
新北市,24.85,121.59999999999998,10,0.45
新北市,24.85,121.59999999999998,11,0.45
新北市,24.85,121.59999999999998,12,0.6
新北市,24.85,121.59999999999998,13,0.6
新北市,24.85,121.59999999999998,14,0.45
新北市,24.85,121.59999999999998,15,0.45
新北市,24.85,121.59999999999998,16,0.45
新北市,24.85,121.59999999999998,17,0.85
新北市,24.85,121.59999999999998,18,0.85
新北市,24.85,121.59999999999998,19,0.45
新北市,24.85,121.59999999999998,20,0.45
新北市,24.85,121.59999999999998,21,0.45
新北市,24.85,121.59999999999998,22,0.45
新北市,24.85,121.59999999999998,23,0.45
新北市,24.85,121.64999999999998,0,0.2
新北市,24.85,121.64999999999998,1,0.2
新北市,24.85,121.64999999999998,2,0.2
新北市,24.85,121.64999999999998,3,0.2
新北市,24.85,121.64999999999998,4,0.2
新北市,24.85,121.64999999999998,5,0.2
新北市,24.85,121.64999999999998,6,0.45
新北市,24.85,121.64999999999998,7,0.85
新北市,24.85,121.64999999999998,8,0.85
新北市,24.85,121.64999999999998,9,0.85
